0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2024,Enero,90.59782659500557,154.63559594952386,112.66062246849219,100.6946717383358,156.6343008849184,130.8129447605631,136.09185290878204,178.0611618238012,177.5017330003891,147.60156209573157,147.90894597769687,165.9451549348379,167.7109184900337,188.0915646995317,143.57328288401678,161.82748482278404
